product,author,stars,sentiment,tags,free_text,clean_text,processed_text,tokens_lemma
cushion,a*****3,5,positive,"{'Texture': 'ringan dan smooth', 'Coverage': 'full coverage'}",dan smooth Coverage:full coverage,dan smooth coverage full coverage,dan smooth coverage full coverage,"['dan', 'smooth', 'coverage', 'full', 'coverage']"
cushion,m*****6,5,positive,{},Alhamdulillah barang sampai dengan selamat. Packaging cushion cantik. Cushion tak bercapuk and very good quality. Very recomended brand.,alhamdulillah barang sampai dengan selamat packaging cushion cantik cushion tak bercapuk and very good quality very recomended brand,alhamdulillah barang sampai dengan selamat cushion cantik cushion tak bercapuk good quality recomended brand,"['alhamdulillah', 'barang', 'sampai', 'dengan', 'selamat', 'cushion', 'cantik', 'cushion', 'tak', 'bercapuk', 'good', 'quality', 'recomended', 'brand']"
cushion,huiphinglim,5,positive,"{'Beauty Profile': 'normal skin', 'Packaging': 'pkay', 'Beauty Effect': 'mate  quite good and repeat bought many time. will purchase again at all time.'}",quite good and repeat bought many time. will purchase again at all time. Thanks,quite good and repeat bought many time will purchase again at all time thanks,quite good repeat many thanks,"['quite', 'good', 'repeat', 'many', 'thanks']"
cushion,b*****7,5,positive,"{'Benefits': 'got lasting power, waterproof'}",Reasonable price. Fast delivery. I like the cushion cover the most. Can cover dark spor.,reasonable price i like the cushion cover the most can cover dark spor,reasonable like cushion cover cover dark spor,"['reasonable', 'like', 'cushion', 'cover', 'cover', 'dark', 'spor']"
cushion,sushimochi567,5,positive,"{'Usage Experience': 'forever favourite, can see from how many box ive purchased', 'Beauty Effect': 'super best with matte finishing, long lasting'}","favourite, can see from how many box ive purchased Beauty Effect:super best with matte finishing, long lasting",favourite can see from how many box ive purchased beauty effect super best with matte finishing long lasting,favourite see many box ive purchased beauty effect super best matte finishing long lasting,"['favourite', 'see', 'many', 'box', 'ive', 'purchased', 'beauty', 'effect', 'super', 'best', 'matte', 'finishing', 'long', 'lasting']"
cushion,h*****9,5,positive,"{'Packaging': 'good', 'Beauty Effect': 'coverage tiptop', 'Benefits': 'lasting'}",Fast delivery. Always my first choice.,always my first choice,always choice,"['always', 'choice']"
cushion,2*****v,5,positive,{'Beauty Effect': 'ok'},Thanks seller for super duper fast delievryyyy love it so much with the price!!!!!,thanks seller for super duper fast delievryyyy love it so much with the price,thanks super duper fast delievryyyy love,"['thanks', 'super', 'duper', 'fast', 'delievryyyy', 'love']"
cushion,s*****a,5,positive,{},"packaging secured tak defect or damage ke apa ke. all just so good, SUPER DUPER fast delivery also and cheap compared to offline store",d tak defect or damage ke apa ke all just so good super duper also and cheap compared to offline store,tak defect damage apa good super duper cheap compared offline store,"['tak', 'defect', 'damage', 'apa', 'good', 'super', 'duper', 'cheap', 'compared', 'offline', 'store']"
cushion,garfield029,5,positive,{},Really good quality. Love it very much. Very good servicess.,really good quality love it very much very ss,good quality love,"['good', 'quality', 'love']"
cushion,s*****d,5,positive,"{'Packaging': 'good', 'Benefits': 'very good for my skin', 'Beauty Profile': 'suitable with my skin  very good for my skin will repeat order again and again'}",very good for my skin will repeat order again and again,very good for my skin will repeat order again and again,good skin repeat,"['good', 'skin', 'repeat']"
cushion,fiezasafri,5,positive,{},Good product quality...Good value for money...Fast delivery...Excellent service by seller...Love buy from this store...Will repeat order soon  ♥️·♡ Τнäиκ чöü ♥️·♡,good product quality good value for money excellent service by seller love buy from this store will repeat order soon,good quality good value money excellent service love store repeat soon,"['good', 'quality', 'good', 'value', 'money', 'excellent', 'service', 'love', 'store', 'repeat', 'soon']"
cushion,z*****l,5,positive,{'Full coverage Usage Experience': 'easy to blend  3rd time purchased. fast delivery and without anh damanage on the item'},3rd time purchased. fast delivery and without anh damanage on the item,rd time purchased and without anh damanage on the item,purchased without anh damanage,"['purchased', 'without', 'anh', 'damanage']"
cushion,a*****h,5,positive,"{'Usage Experience': ""haven't used"", 'Packaging': 'good', 'Beauty Effect': 'matte'}",Not yet try this. Hopefully it is good. Fast delivery and good packing.,not yet try this hopefully it is good and good packing,yet try hopefully good good packing,"['yet', 'try', 'hopefully', 'good', 'good', 'packing']"
cushion,a*****y,5,positive,"{'Packaging': 'cantik', 'Beauty Effect': 'matte natural look'}",Parcel arrived safely today thank you,parcel arrived safely today thank you,arrived safely today,"['arrived', 'safely', 'today']"
cushion,i*****e,5,positive,{},"product Usage Experience:Haven't use yet, will comment after use it. Packaging:Secure packaging, box not dented",product usage experience haven t use yet will comment after use it packaging secure packaging box not dented,usage experience yet comment secure box dented,"['usage', 'experience', 'yet', 'comment', 'secure', 'box', 'dented']"
cushion,n*****_,5,positive,{},fast delivery! repeat again.. tq seller🥰,repeat again,repeat,['repeat']
cushion,n*****i,5,positive,{},Tq seller I'm happy received order with good condition,i m happy received order with good condition,happy good condition,"['happy', 'good', 'condition']"
cushion,a*****s,5,positive,{},Good product quality.. fast delivery.. secure packaging,good product quality secure packaging,good quality secure,"['good', 'quality', 'secure']"
cushion,n*****3,5,positive,"{'Beauty Profile': 'combination skin', 'Packaging': 'nice', 'Usage Experience': 'full coverage'}",Love the coverage.. Matte finishing 🩷,love the coverage matte finishing,love coverage matte finishing,"['love', 'coverage', 'matte', 'finishing']"
cushion,r*****7,5,positive,{},Can say that product is lightweight and easy to apply. Can cover the scar depends on how we apply it.,can say that product is lightweight and easy to apply can cover the scar depends on how we apply it,say lightweight easy apply cover scar depends apply,"['say', 'lightweight', 'easy', 'apply', 'cover', 'scar', 'depends', 'apply']"
cushion,ken_bushido,5,positive,{},"I think this is my fastest delivery order ive ever got, holy fast af",i think this is my fastest delivery order ive ever got holy fast af,think fastest ive ever holy fast,"['think', 'fastest', 'ive', 'ever', 'holy', 'fast']"
cushion,uoyoxy,5,positive,{},"the items received in good condition, the seller is also nice! so far it's good to me and it's worth it to buy la . i got mine ~~",the items received in good condition the seller is also nice so far it s good to me and it s worth it to buy la i got mine,item good condition nice far good worth mine,"['item', 'good', 'condition', 'nice', 'far', 'good', 'worth', 'mine']"
cushion,c*****s,5,positive,{},Quick delivery. Only problem is looking for the right shade online. Had to purchase 2nd time to find my shade.,only problem is looking for the right shade online had to purchase nd time to find my shade,problem looking right shade online find shade,"['problem', 'looking', 'right', 'shade', 'online', 'find', 'shade']"
cushion,loveroutlet,5,positive,"{'Usage Experience': 'already repeated many times. suitable and accurate for my skin tone.', 'Packaging': 'good packaging'}",repeated many times. suitable and accurate for my skin tone. Packaging:good packaging,repeated many times suitable and accurate for my skin tone packaging,repeated many time suitable accurate skin tone,"['repeated', 'many', 'time', 'suitable', 'accurate', 'skin', 'tone']"
cushion,f*****a,5,positive,"{'Packaging': 'good', 'Beauty Profile': 'all skin type', 'Usage Experience': 'easy application'}",My 3rd purchase. Love the texture. Suit my skin.,my rd purchase love the texture suit my skin,love texture suit skin,"['love', 'texture', 'suit', 'skin']"
cushion,n*****u,5,positive,{},Item received in good condition. Delivery parcel arrived very quick. I love the matte finish effect of this cushion foundation. Can’t wait to try it. Thank you seller!,in good condition delivery parcel arrived very quick i love the matte finish effect of this cushion foundation can t wait to try it,good condition arrived quick love matte finish effect cushion foundation wait try,"['good', 'condition', 'arrived', 'quick', 'love', 'matte', 'finish', 'effect', 'cushion', 'foundation', 'wait', 'try']"
cushion,newniu88,5,positive,{},Good products quality Fast delivery Good packing by seller,good products quality good packing by seller,good product quality good packing,"['good', 'product', 'quality', 'good', 'packing']"
cushion,e*****z,5,positive,{},Fast delivery with a good condition. Reasonable price and more cheaper when you buy on live😆 Recommended.,with a good condition reasonable price and more cheaper when you buy on live recommended,good condition reasonable cheaper live recommended,"['good', 'condition', 'reasonable', 'cheaper', 'live', 'recommended']"
cushion,j*****r,5,positive,{},"Received in good condition, good packaging and fast delivery",received in good condition and,good condition,"['good', 'condition']"
cushion,j*****n,5,positive,"{'Beauty Profile': 'as described', 'User Tips': 'follow instructions', 'Usage Experience': 'follow  instructions'}",instructions  Well received  in good condition.  I am very happy with the products,instructions in good condition i am very happy with the products,instruction good condition happy product,"['instruction', 'good', 'condition', 'happy', 'product']"
cushion,z*****3,5,positive,"{'Beauty Profile': 'for all skin types', 'Benefits': 'waterproof', 'Beauty Effect': 'full coverage'}",Even it's small but it just as the same as the big one. It's so cute. Tqsm seller.,even it s small but it just as the same as the big one it s so cute tqsm seller,small big cute tqsm,"['small', 'big', 'cute', 'tqsm']"
cushion,lystrali,5,positive,{},"Fast delivery good quality and cheaper than buying at pharmacy haven't try,hope it suits my complexion, started using skintific product 😀 thanks seller",good quality and cheaper than buying at pharmacy haven t try hope it suits my complexion started using skintific product thanks seller,good quality cheaper buying pharmacy try hope suit complexion started thanks,"['good', 'quality', 'cheaper', 'buying', 'pharmacy', 'try', 'hope', 'suit', 'complexion', 'started', 'thanks']"
cushion,b*****n,5,positive,"{'Purchased date': '9 sep', 'Received': '13sep'}",Parcel received and good condition and safety delivery.  Purchased date: 9 sep Received : 13sep,parcel received and good condition and safety delivery purchased date sep received sep,good condition safety purchased date sep sep,"['good', 'condition', 'safety', 'purchased', 'date', 'sep', 'sep']"
cushion,a*****8,5,positive,{},"Parcel safely arrived in good condition Great product, easy to apply, great coverage  Has been using for quite a while Thanks Skintific",parcel safely great product easy to apply great coverage has been using for quite a while thanks skintific,safely great easy apply great coverage quite thanks,"['safely', 'great', 'easy', 'apply', 'great', 'coverage', 'quite', 'thanks']"
cushion,a*****i,5,positive,"{'Benefits': 'good', 'Packaging': 'tiptop', 'Beauty Effect': 'very matte'}",Fav cushion love dooh,fav cushion love dooh,fav cushion love dooh,"['fav', 'cushion', 'love', 'dooh']"
cushion,bungarosmaria,5,positive,"{'Beauty Profile': 'skin tone nice', 'Packaging': 'design pretty denim', 'Benefits': 'waterproof and smooth for face'}",Like cushion and use to my face  So soft and cool  I like,like cushion and use to my face so soft and cool i like,like cushion face soft cool like,"['like', 'cushion', 'face', 'soft', 'cool', 'like']"
cushion,r*****7,5,positive,"{'Beauty Effect': 'high coverage', 'Beauty Profile': 'smooth', 'Benefits': 'not that long lasting but still the finishing is okay'}",coverage Beauty Profile:smooth Benefits:not that long lasting but still the finishing is okay,coverage beauty profile smooth benefits not that long lasting but still the finishing is okay,coverage beauty profile smooth benefit long lasting finishing okay,"['coverage', 'beauty', 'profile', 'smooth', 'benefit', 'long', 'lasting', 'finishing', 'okay']"
cushion,c*****e,5,positive,{},parcel received. packed well by seller. 😉👍🏻👍🏻 awesome deal. would come back again 😉👍🏻👍🏻,parcel received packed well by seller awesome deal would come back again,packed well awesome deal come back,"['packed', 'well', 'awesome', 'deal', 'come', 'back']"
cushion,a*****i,5,positive,{},"Kali ke 3 dah repeat beli refill je jimat . Untuk first time beli je kena beli cushion full set . After that dah boleh beli refill je. Favourite cushion, sesuai dengan oily skin . Still full coverage and matte even dah lebih 8 hours.",kali ke dah repeat beli refill je jimat untuk first time beli je kena beli cushion full set after that dah boleh beli refill je favourite cushion sesuai dengan oily skin still full coverage and matte even dah lebih hours,kali dah repeat beli refill jimat untuk beli kena beli cushion full set dah boleh beli refill favourite cushion sesuai dengan oily skin full coverage matte dah lebih hour,"['kali', 'dah', 'repeat', 'beli', 'refill', 'jimat', 'untuk', 'beli', 'kena', 'beli', 'cushion', 'full', 'set', 'dah', 'boleh', 'beli', 'refill', 'favourite', 'cushion', 'sesuai', 'dengan', 'oily', 'skin', 'full', 'coverage', 'matte', 'dah', 'lebih', 'hour']"
cushion,i*****2,5,positive,"{'Beauty Profile': 'i chose the lightest skin tone, 00 porcelein, good coverage, easy to use also, even better when used together with their setting spray, coverage can last very long too, in love with it'}","chose the lightest skin tone, 00 porcelein, good coverage, easy to use also, even better when used together with their setting spray, coverage can last very long too, in love with it",chose the lightest skin tone porcelein good coverage easy to use also even better when used together with their setting spray coverage can last very long too in love with it,chose lightest skin tone porcelein good coverage easy better together setting spray coverage last long love,"['chose', 'lightest', 'skin', 'tone', 'porcelein', 'good', 'coverage', 'easy', 'better', 'together', 'setting', 'spray', 'coverage', 'last', 'long', 'love']"
cushion,abbyberon,5,positive,"{'Packaging': 'cantik dan sangat premium', 'Benefits': 'waterproof,lasting power, oil control', 'Beauty Effect': 'matte radiant/natural,coverage effect, pigmentation'}","dan sangat premium Benefits:waterproof,lasting power, oil control Beauty Effect:matte radiant/natural,coverage effect, pigmentation",dan sangat premium benefits waterproof lasting power oil control beauty effect matte radiant natural coverage effect pigmentation,dan sangat premium benefit waterproof lasting power oil control beauty effect matte radiant natural coverage effect pigmentation,"['dan', 'sangat', 'premium', 'benefit', 'waterproof', 'lasting', 'power', 'oil', 'control', 'beauty', 'effect', 'matte', 'radiant', 'natural', 'coverage', 'effect', 'pigmentation']"
cushion,a*****m,5,positive,"{'Beauty Profile': 'skin tone', 'Usage Experience': 'easy apply on my face & cover all over the skin', 'Beauty Effect': 'matte'}",Very good packaging with seal. Well done,very with seal well done,seal well done,"['seal', 'well', 'done']"
cushion,x*****x,5,positive,{},delivery and nice packaging. I like it and good quality,delivery and nice packaging i like it and good quality,nice like good quality,"['nice', 'like', 'good', 'quality']"
cushion,f*****2,5,positive,{},thank you very much seller! received in a good condition heheh,thank you very much seller received in a good condition heheh,good condition heheh,"['good', 'condition', 'heheh']"
cushion,v*****0,5,positive,"{'Packaging': 'design nice', 'Usage Experience': 'easy to apply', 'Benefits': 'oil control effect'}",Recommended item for cushion foundation,recommended item for cushion foundation,recommended cushion foundation,"['recommended', 'cushion', 'foundation']"
cushion,msquah,5,positive,{},very fast delivery and packing well....repeat order for this,very and packing well repeat order for this,packing well repeat,"['packing', 'well', 'repeat']"
cushion,n*****z,5,positive,"{'Beauty Effect': 'very good', 'Beauty Profile': 'very good', 'User Tips': 'very good'}",good Beauty Profile:very good User Tips:very good,good beauty profile very good user tips very good,good beauty profile good user tip good,"['good', 'beauty', 'profile', 'good', 'user', 'tip', 'good']"
cushion,yuxuann8888,5,positive,"{'Beauty Profile': 'all skin type', 'Usage Experience': 'easy to blend', 'Beauty Effect': 'matte, thick coverage'}","Fast delivery. Looks awesome. Would buy from this seller again. Great description of item. Like new. Very prompt as well. As described, good quality, arrived quickly, recommended seller. Arrived in excellent condition, quick ship, good price, recommended. Excellent! Looks amazing, so happy with this.",fast delivery looks awesome would buy from this seller again great description of item like new very prompt as well as described good quality arrived quickly recommended seller arrived in excellent condition quick ship good price recommended excellent looks amazing so happy with this,fast look awesome great description like new prompt well described good quality arrived quickly recommended arrived excellent condition quick ship good recommended excellent look amazing happy,"['fast', 'look', 'awesome', 'great', 'description', 'like', 'new', 'prompt', 'well', 'described', 'good', 'quality', 'arrived', 'quickly', 'recommended', 'arrived', 'excellent', 'condition', 'quick', 'ship', 'good', 'recommended', 'excellent', 'look', 'amazing', 'happy']"
cushion,f*****n,5,positive,{},"Mak lurve dengan skintific biru ni, for those yang minat matte makeup and oily type skin boleh try guna ni okiee 10/10",mak lurve dengan skintific biru ni for those yang minat matte makeup and oily type skin boleh try guna ni okiee,mak lurve dengan biru yang minat matte makeup oily type skin boleh try guna okiee,"['mak', 'lurve', 'dengan', 'biru', 'yang', 'minat', 'matte', 'makeup', 'oily', 'type', 'skin', 'boleh', 'try', 'guna', 'okiee']"
cushion,s*****g,5,positive,{},Fast delivery with good product quality. I bought 00 Porcelain before. Now would like to have a try on 01 Vanilla.,with good product quality i bought porcelain before now would like to have a try on vanilla,good quality porcelain like try vanilla,"['good', 'quality', 'porcelain', 'like', 'try', 'vanilla']"
cushion,c*****n,5,positive,{},Good product quality value for money and excellent service by seller,good product quality value for money and excellent service by seller,good quality value money excellent service,"['good', 'quality', 'value', 'money', 'excellent', 'service']"
cushion,k*****3,5,positive,"{'oil control Beauty Effect': 'matte', 'Beauty Profile': 'skin tone'}",Perfect tone for my skin colour and nice texture not flaky after apply.,perfect tone for my skin colour and nice texture not flaky after apply,perfect tone skin colour nice texture flaky apply,"['perfect', 'tone', 'skin', 'colour', 'nice', 'texture', 'flaky', 'apply']"
cushion,rynmarinaa,5,positive,"{'Beauty Profile': 'matte', 'Benefits': 'waterproof', 'Usage Experience': 'matte texture'}","Items received and packed nicely. , fast delivery 😅 thank you seller 👍🏻  #MYShopeeCheck",items received and packed nicely myshopeecheck,item packed nicely myshopeecheck,"['item', 'packed', 'nicely', 'myshopeecheck']"
cushion,a*****r,5,positive,{},parcel received in good condition. been using this cushion for awhile now. it suits my skin and the coverage is last for 4 hours and longer depends on how you took care of it.,parcel received in good condition been using this cushion for awhile now it suits my skin and the coverage is last for hours and longer depends on how you took care of it,good condition cushion awhile suit skin coverage last hour longer depends took care,"['good', 'condition', 'cushion', 'awhile', 'suit', 'skin', 'coverage', 'last', 'hour', 'longer', 'depends', 'took', 'care']"
cushion,h*****a,5,positive,"{'Packaging': 'li\u2006mi\u2006ted addition soooo prettyyyyyy', 'Usage Experience': 'oily skin suitable  🥰', 'Beauty Profile': 'pimple oily skin, coverage really not bad, worth with the price'}","🥰 Beauty Profile:pimple oily skin, coverage really not bad, worth with the price",beauty profile pimple oily skin coverage really not bad worth with the price,beauty profile pimple oily skin coverage bad worth,"['beauty', 'profile', 'pimple', 'oily', 'skin', 'coverage', 'bad', 'worth']"
cushion,fkwong,5,positive,{},"The product is very good, the delivery is fast, the handling staff is also very friendly, and the quality is satisfactory. I will definitely patronize it again next time. It is worth giving them 5 stars.",the product is very good the delivery is fast the handling staff is also very friendly and the quality is satisfactory i will definitely patronize it again next time it is worth giving them stars,good fast handling staff friendly quality satisfactory definitely patronize next worth giving star,"['good', 'fast', 'handling', 'staff', 'friendly', 'quality', 'satisfactory', 'definitely', 'patronize', 'next', 'worth', 'giving', 'star']"
cushion,j*****a,5,positive,"{'User Tips': 'use brush and dap dap dap', 'Usage Experience': 'easy to blend', 'Packaging': 'nice packaging  good quality and product'}",good quality and product,good quality and product,good quality,"['good', 'quality']"
cushion,y*****h,5,positive,{},Just 2 day already can collect....Fast delivery product is nice and beautiful...,just day already can collect product is nice and beautiful,day already collect nice beautiful,"['day', 'already', 'collect', 'nice', 'beautiful']"
cushion,s*****a,5,positive,{},"packaging secured tak defect or damage ke apa ke. all just so good, fast delivery also and cheap compared to offline store",d tak defect or damage ke apa ke all just so good also and cheap compared to offline store,tak defect damage apa good cheap compared offline store,"['tak', 'defect', 'damage', 'apa', 'good', 'cheap', 'compared', 'offline', 'store']"
cushion,s*****n,5,positive,"{'Packaging': 'packing', 'Cool Benefits': 'oil control  cushion foundation feels lightweight and comfortable, but it starts cracking or breaking down after about 4 hours'}","cushion foundation feels lightweight and comfortable, but it starts cracking or breaking down after about 4 hours",cushion foundation feels lightweight and comfortable but it starts cracking or breaking down after about hours,cushion foundation feel lightweight comfortable start cracking breaking hour,"['cushion', 'foundation', 'feel', 'lightweight', 'comfortable', 'start', 'cracking', 'breaking', 'hour']"
cushion,l*****a,5,positive,"{'Benefits': 'matte finish 8/10', 'Packaging': 'design compact and elegant', 'Usage Experience': 'easy blending 8/10'}","Compatible with warm yellow undertone . Suitable for oily skin , matte finishing . Good coverage .",compatible with warm yellow undertone suitable for oily skin matte finishing good coverage,compatible warm yellow undertone suitable oily skin matte finishing good coverage,"['compatible', 'warm', 'yellow', 'undertone', 'suitable', 'oily', 'skin', 'matte', 'finishing', 'good', 'coverage']"
cushion,g*****e,5,positive,"{'Packaging': 'packaging good , volume also good', 'User Tips': 'easy to apply', 'Beauty Effect': 'totally mate , full coverage  everything good'}",everything good,everything good,everything good,"['everything', 'good']"
cushion,n*****d,5,positive,{},"Thank you, I am satisfied with this product.  fast shipping, reasonable price, second repeat for this product .",thank you i am satisfied with this product fast shipping reasonable price second repeat for this product,satisfied fast shipping reasonable repeat,"['satisfied', 'fast', 'shipping', 'reasonable', 'repeat']"
cushion,e*****s,5,positive,{'Beauty Effect': 'perfect with skin tone'},Great..fast delivery Item murah betul  Hope it use perfectly,great item murah betul hope it use perfectly,great murah betul hope perfectly,"['great', 'murah', 'betul', 'hope', 'perfectly']"
cushion,k*****6,5,positive,{},"Skintific cushions are generally well-regarded for their high coverage, natural finish, and long-lasting wear.",skintific cushions are generally well regarded for their high coverage natural finish and long lasting wear,cushion generally well regarded high coverage natural finish long lasting wear,"['cushion', 'generally', 'well', 'regarded', 'high', 'coverage', 'natural', 'finish', 'long', 'lasting', 'wear']"
cushion,i*****9,5,positive,"{'Beauty Effect': 'good', 'Benefits': 'good', 'Beauty Profile': 'good  received item good condition and will tray tq seller'}",received item good condition and will tray tq seller,received item good condition and will tray,good condition tray,"['good', 'condition', 'tray']"
cushion,jajashop778,5,positive,{},Received in good condition. Thanks to seller for fast response and fast delivery. Item was superb and functioning very well. Really hope to cooperate with the seller again in the future. Good estimation of quantity and size. I will buy again in the future. Excellent delivery from the curier services,received in good condition thanks to seller for fast response and item was superb and functioning very well really hope to cooperate with the seller again in the future good estimation of quantity and size i will buy again in the future excellent delivery from the curier services,good condition thanks fast response superb functioning well hope cooperate future good estimation quantity size future excellent curier service,"['good', 'condition', 'thanks', 'fast', 'response', 'superb', 'functioning', 'well', 'hope', 'cooperate', 'future', 'good', 'estimation', 'quantity', 'size', 'future', 'excellent', 'curier', 'service']"
cushion,s*****7,5,positive,{},Received in good condition! Fast delivery! Good quality product!,received in good condition good quality product,good condition good quality,"['good', 'condition', 'good', 'quality']"
cushion,nana134111,5,positive,"{'Beauty Effect': 'good', 'Beauty Profile': 'suit for my skin', 'Benefits': 'high pigmented'}",Beauty Profile:suit for my skin Benefits:high pigmented,beauty profile suit for my skin benefits high pigmented,beauty profile suit skin benefit high pigmented,"['beauty', 'profile', 'suit', 'skin', 'benefit', 'high', 'pigmented']"
cushion,surayams,5,positive,{},Fast delivery.. I love the design.. 😍😍,i love the design,love design,"['love', 'design']"
cushion,a*****n,5,positive,"{'Packaging': 'so pretty', 'Beauty Effect': 'matte!', 'Beauty Profile': 'combination skin  personally, if you’re dry skin you can wear this too because this cushion foundation is sooo good it that when the makeup already pecah minyak it would make u even more prettier but, makesure to prep your face if you’re dry skin like me!!! recommended so much 😭😭'}","personally, if you’re dry skin you can wear this too because this cushion foundation is sooo good it that when the makeup already pecah minyak it would make u even more prettier but, makesure to prep your face if you’re dry skin like me!!! recommended so much 😭😭",personally if you re dry skin you can wear this too because this cushion foundation is sooo good it that when the makeup already pecah minyak it would make u even more prettier but makesure to prep your face if you re dry skin like me recommended so much,personally dry skin wear cushion foundation sooo good makeup already pecah minyak make prettier makesure prep face dry skin like recommended,"['personally', 'dry', 'skin', 'wear', 'cushion', 'foundation', 'sooo', 'good', 'makeup', 'already', 'pecah', 'minyak', 'make', 'prettier', 'makesure', 'prep', 'face', 'dry', 'skin', 'like', 'recommended']"
cushion,v*****0,5,positive,"{'Beauty Profile': 'medium skin tone', 'Packaging': 'cantiks selamat', 'Beauty Effect': 'matte and dewy'}",Nothing beats skintific blue cushion fd!!! Murah beli time sale,nothing beats skintific blue cushion fd murah beli time sale,nothing beat blue cushion murah beli sale,"['nothing', 'beat', 'blue', 'cushion', 'murah', 'beli', 'sale']"
cushion,khoirunnisa5668,5,positive,{},"Packaging:Very safe, no damage to the item.",packaging very safe no damage to the item,safe damage,"['safe', 'damage']"
cushion,f*****h,5,positive,"{'Usage Experience': 'full coverage', 'Beauty Effect': 'so smooth', 'Beauty Profile': 'repeat so many times cause it is so good'}","Very cantik, easy to apply",very cantik easy to apply,cantik easy apply,"['cantik', 'easy', 'apply']"
cushion,m*****s,5,positive,"{'Benefits': 'lasts but coverage without concealer not much', 'Packaging': 'bubble wrapped.'}",Hehe so shiny the packaging. Enjoy using this so bought to stock up,hehe so shiny the packaging enjoy using this so bought to stock up,hehe shiny enjoy stock,"['hehe', 'shiny', 'enjoy', 'stock']"
cushion,n*****i,5,positive,"{'Beauty Profile': 'uneven skin tone', 'Beauty Effect': 'matte, cover pigmented skin'}",Been using this brand but only buy the refill. With promo price buy the full set.,been using this brand but only buy the refill with promo price buy the full set,brand refill promo full set,"['brand', 'refill', 'promo', 'full', 'set']"
cushion,nuraneeqnajatkamruzaman,5,positive,"{'Beauty Effect': 'full coverage', 'Beauty Profile': 'medium to tan skin', 'Usage Experience': 'senang blend'}",Matte finishing sesuai untuk oily skin,matte finishing sesuai untuk oily skin,matte finishing sesuai untuk oily skin,"['matte', 'finishing', 'sesuai', 'untuk', 'oily', 'skin']"
cushion,l*****4,5,positive,{'Packaging': 'kemas'},Benefits:Better than the gold one/ not oxidise too fast,benefits better than the gold one not oxidise too fast,benefit better gold oxidise fast,"['benefit', 'better', 'gold', 'oxidise', 'fast']"
cushion,f*****s,5,positive,{},Item received in good condition. Been using this range for so long since it suit my skin,in good condition been using this range for so long since it suit my skin,good condition range long since suit skin,"['good', 'condition', 'range', 'long', 'since', 'suit', 'skin']"
cushion,e*****a,5,positive,"{'Packaging': 'good', 'Benefits': 'good', 'Usage Experience': 'good'}","Barang sampai dengan selamat. Fast delivery, best cushion foundation. Thank you seller",barang sampai dengan selamat best cushion foundation,barang sampai dengan selamat best cushion foundation,"['barang', 'sampai', 'dengan', 'selamat', 'best', 'cushion', 'foundation']"
cushion,n*****a,5,positive,{},it together with the matte sunscreen.. it works wonders Packaging:Perfect Usage Experience:Wont be oily till night,it together with the matte sunscreen it works wonders packaging perfect usage experience wont be oily till night,together matte sunscreen work wonder perfect usage experience wont oily till night,"['together', 'matte', 'sunscreen', 'work', 'wonder', 'perfect', 'usage', 'experience', 'wont', 'oily', 'till', 'night']"
cushion,t*****4,5,positive,"{'Packaging': 'nice and perfect', 'Beauty Effect': 'matte finishing and high coverage! i shock about its coverage no need to use concealer already hhh'}",and perfect Beauty Effect:matte finishing and high coverage! i shock about its coverage no need to use concealer already hhh,and perfect beauty effect matte finishing and high coverage i shock about its coverage no need to use concealer already hhh,perfect beauty effect matte finishing high coverage shock coverage need concealer already hhh,"['perfect', 'beauty', 'effect', 'matte', 'finishing', 'high', 'coverage', 'shock', 'coverage', 'need', 'concealer', 'already', 'hhh']"
cushion,fazlinaabdrahman,5,positive,"{'Packaging': 'good & so exclusive', 'Beauty Profile': 'suit with my skin', 'Beauty Effect': 'high coverage'}",& so exclusive Beauty Profile:suit with my skin Beauty Effect:high coverage,so exclusive beauty profile suit with my skin beauty effect high coverage,exclusive beauty profile suit skin beauty effect high coverage,"['exclusive', 'beauty', 'profile', 'suit', 'skin', 'beauty', 'effect', 'high', 'coverage']"
cushion,izzatiismail95,5,positive,"{'Beauty Effect': 'good quality product, fast delivery, good response from seller, worth to buy, good material  recommended!'}",recommended!,recommended,recommended,['recommended']
cushion,b*****t,5,positive,"{'User Tips': 'nice and easy to use', 'Packaging': 'fast delivery', 'Beauty Profile': 'cheap and good'}",and easy to use Packaging:fast delivery Beauty Profile:cheap and good,and easy to use packaging beauty profile cheap and good,easy beauty profile cheap good,"['easy', 'beauty', 'profile', 'cheap', 'good']"
cushion,j*****2,5,positive,{},"Fast delivery! Lower price when 8.8 sales! Bought for my friend’s birthday gift, hope she likes it!",lower price when sales bought for my friend s birthday gift hope she likes it,lower sale friend birthday gift hope like,"['lower', 'sale', 'friend', 'birthday', 'gift', 'hope', 'like']"
cushion,szeyuengoh,5,positive,{},Well wrapped and fast delivery from seller. Good product quality and value for money.,well wrapped and from seller good product quality and value for money,well wrapped good quality value money,"['well', 'wrapped', 'good', 'quality', 'value', 'money']"
cushion,shaq1305,5,positive,"{'Benefits': 'skintific cushion needs no introduction.', 'User Tips': 'blh tahan 3 months depending on frequency usage.', 'Usage Experience': 'saya suka biru sbb dia matte.'}",Wearable throughtout the day.,wearable throughtout the day,wearable throughtout day,"['wearable', 'throughtout', 'day']"
